name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City, New York",2023-06-05,75.8,57.7,66.5,75.8,57.7,66.5,46.8,50.3,0.009,100,4.17,rain,0,0,39.1,12.5,355.8,1011.9,37.6,9.8,238.7,20.6,8,10,2023-06-05T05:25:46,2023-06-05T20:23:41,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-06,80.7,62.8,69.3,79.5,62.8,69.2,45.5,43.1,0,0,0,,0,0,47.2,7.9,278.1,1005.1,10.8,7.1,237,20.5,9,10,2023-06-06T05:25:29,2023-06-06T20:24:19,0.59,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-07,71.7,59,65.1,71.7,59,65.1,43.6,46.2,0,0,0,,0,0,25.3,8.2,293.7,1003.9,15.9,4.2,164.2,14.2,6,10,2023-06-07T05:25:14,2023-06-07T20:24:56,0.63,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-08,71.9,57.7,64.9,71.9,57.7,64.9,46.3,51.5,0,0,0,,0,0,42.5,9.1,284.3,1006.1,41.8,6.6,207,17.8,8,10,2023-06-08T05:25:00,2023-06-08T20:25:31,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-09,71.8,59,65.1,71.8,59,65.1,49.3,57.4,0,0,0,,0,0,39.1,10.3,287.4,1007.2,65.8,9.8,225.8,19.4,9,10,2023-06-09T05:24:49,2023-06-09T20:26:05,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-10,78.9,59,68.4,78.9,59,68.4,51,55.4,0.009,100,4.17,rain,0,0,42.5,7,300.3,1008.7,36.5,9.7,282,24.4,10,10,2023-06-10T05:24:39,2023-06-10T20:26:37,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-11,80.1,65.9,71.8,80.3,65.9,71.8,57.9,62.7,0.047,100,12.5,rain,0,0,37.8,7.7,108.9,1011.2,27.3,9.7,230.4,19.9,7,10,2023-06-11T05:24:32,2023-06-11T20:27:08,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-12,75.1,66.3,70.3,75.1,66.3,70.3,62.7,77.3,0.108,100,29.17,rain,0,0,35.6,14.7,120.2,1007.4,57.9,8.8,158.9,13.7,6,10,2023-06-12T05:24:26,2023-06-12T20:27:37,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-13,78.2,65,71.2,78.2,65,71.2,55.5,60.6,0.037,100,4.17,rain,0,0,58.6,11.1,266.7,1004.8,58.8,9.4,287.9,24.9,9,10,2023-06-13T05:24:23,2023-06-13T20:28:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-14,76.9,65,68.5,76.9,65,68.5,56.3,65.7,0.04,100,16.67,rain,0,0,33,18.9,245.7,1001.7,27.4,9.5,181.2,15.4,8,30,2023-06-14T05:24:21,2023-06-14T20:28:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-15,78.9,62,70.3,78.9,62,70.3,54.2,57.9,0.119,100,8.33,rain,0,0,48.3,14.2,271.6,1003.5,40.8,9.9,233,20.1,7,10,2023-06-15T05:24:21,2023-06-15T20:28:54,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-16,80,65,68.8,80,65,68.8,56.3,65.6,0.358,100,20.83,rain,0,0,51.7,11.1,357.6,1006.4,33.9,9.5,180.9,15.7,8,10,2023-06-16T05:24:24,2023-06-16T20:29:16,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-17,78.9,62.9,69.7,78.9,62.9,69.7,54.1,60.2,0,0,0,,0,0,44.7,8.3,316.5,1005.2,54,9.7,241.6,21,8,10,2023-06-17T05:24:28,2023-06-17T20:29:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-18,80.9,64.1,72.3,80.6,64.1,72.3,53.2,51.5,0.027,100,8.33,rain,0,0,52.6,10.3,275.6,1010.5,33.2,9.9,284.5,24.7,9,10,2023-06-18T05:24:34,2023-06-18T20:29:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-19,78.3,66.8,71.3,78.3,66.8,71.3,58.5,64.5,0,0,0,,0,0,18.3,13.4,82.1,1017.3,16.6,9.9,286.8,24.8,9,10,2023-06-19T05:24:42,2023-06-19T20:30:13,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-20,77,64.1,69.2,77,64.1,69.2,57.4,67.1,0,0,0,,0,0,17.2,11.2,55.5,1022.4,49.8,9.9,245.8,21,9,10,2023-06-20T05:24:52,2023-06-20T20:30:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-21,71.9,62.1,66.6,71.9,62.1,66.6,55.1,67,0,0,0,,0,0,24.6,17.1,49.4,1024.4,54.6,9.9,203.3,17.5,6,10,2023-06-21T05:25:03,2023-06-21T20:30:41,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-22,71,60.2,65.5,71,60.2,65.5,56,71.9,0,0,0,,0,0,28.6,19.4,43.9,1021.2,98.8,9.5,97.1,8.4,3,10,2023-06-22T05:25:17,2023-06-22T20:30:52,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-23,70.2,65,67.2,70.2,65,67.2,63.5,87.9,0.011,100,8.33,rain,0,0,10.3,9.1,80.7,1017.1,97,9.4,62.5,5.3,2,10,2023-06-23T05:25:32,2023-06-23T20:31:02,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-24,79,68.1,72.5,79,68.1,72.5,67.9,86.1,0.05,100,16.67,rain,0,0,16.1,10.4,157.5,1011.2,72.7,7.7,159.6,13.9,6,30,2023-06-24T05:25:49,2023-06-24T20:31:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-25,84.5,69.9,75.1,87.1,69.9,75.5,67.5,78.3,0.018,100,4.17,rain,0,0,31.1,11.4,170.4,1009.8,20,9.8,220.6,19,10,30,2023-06-25T05:26:08,2023-06-25T20:31:15,0.24,Rain,Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-26,79,69.8,72.8,79,69.8,72.8,67.6,84.4,0.02,100,12.5,rain,0,0,55.3,12.5,58.3,1007.9,52.3,9.1,126.2,10.8,5,10,2023-06-26T05:26:29,2023-06-26T20:31:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-27,80.7,66.9,71.9,83.1,66.9,72,66.4,83.8,0.017,100,25,rain,0,0,37.4,9,191.8,1006,54.6,9.1,160.4,13.7,7,10,2023-06-27T05:26:51,2023-06-27T20:31:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City, New York",2023-06-28,82.1,68,74.1,83.8,68,74.5,63.7,71.1,0,0,0,,0,0,44.4,9,250.4,1009.5,52.6,9.4,215.7,18.7,8,30,2023-06-28T05:27:15,2023-06-28T20:31:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-29,82.9,66.7,74.4,82.6,66.7,74.4,59.9,61.8,0.018,100,8.33,rain,0,0,55.3,7.6,249,1015.9,37.5,8.4,274,23.9,10,10,2023-06-29T05:27:40,2023-06-29T20:31:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
"New York City, New York",2023-06-30,83.9,69.2,75.8,84.2,69.2,75.9,62.2,64.8,0.027,100,12.5,rain,0,0,46.1,11.4,213.9,1017.7,8.1,5.4,264.3,22.9,8,10,2023-06-30T05:28:07,2023-06-30T20:31:13,0.41,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
